player,win_prob,top_10_prob,top_25_prob,made_cut_prob,tournament,pos,predicted_pos,sg,predicted_sg
Jon Rahm,0.1595,0.521,0.7135,0.898,U.S. Open,1,1,2.0030160269060757,1.8784553273079876
Dustin Johnson,0.112,0.4095,0.6075,0.838,U.S. Open,19,2,0.9682475997221238,1.6094959156890771
Bryson DeChambeau,0.073,0.3655,0.564,0.827,U.S. Open,26,3,0.8389015463241298,1.5228365914250803
Daniel Berger,0.0595,0.3285,0.5585,0.83,U.S. Open,7,4,1.3562857599161058,1.479760738807522
Collin Morikawa,0.039,0.2945,0.52,0.811,U.S. Open,4,5,1.4856318133140998,1.365732596182127
Jordan Spieth,0.0315,0.259,0.496,0.804,U.S. Open,19,6,0.9682475997221238,1.3361840861667067
Patrick Cantlay,0.0275,0.261,0.5055,0.7975,U.S. Open,15,7,1.0975936531201178,1.3001186383181242
Xander Schauffele,0.026,0.268,0.5135,0.832,U.S. Open,7,8,1.3562857599161058,1.3113162326339138
Sam Burns,0.025,0.188,0.3825,0.7015,U.S. Open,NA,9,-0.066520827461828,1.0536375812068122
Max Homa,0.0235,0.1705,0.359,0.659,U.S. Open,NA,10,-0.5839050410538039,0.9802476672278628
Viktor Hovland,0.0235,0.243,0.4785,0.811,U.S. Open,NA,11,-0.32521293425781594,1.252282395757918
Harris English,0.0205,0.2025,0.449,0.7635,U.S. Open,3,12,1.6149778667120938,1.1764117739942008
Justin Thomas,0.0185,0.1625,0.3475,0.669,U.S. Open,19,13,0.9682475997221238,0.9913002281347971
Tyrrell Hatton,0.018,0.186,0.382,0.699,U.S. Open,NA,14,-0.32521293425781594,1.0744498243208274
Abraham Ancer,0.0165,0.2345,0.451,0.7725,U.S. Open,NA,15,-0.8425971478497919,1.221923396270386
Charley Hoffman,0.016,0.1745,0.3875,0.714,U.S. Open,57,16,-0.066520827461828,1.0566715908606263
Justin Rose,0.016,0.1755,0.3855,0.7185,U.S. Open,NA,17,-2.136057681829732,1.0585387210638326
Patrick Reed,0.0145,0.193,0.451,0.8055,U.S. Open,19,18,0.9682475997221238,1.2152437310725666
Matthew Wolff,0.014,0.093,0.222,0.4955,U.S. Open,15,19,1.0975936531201178,0.5320300107852619
Tony Finau,0.014,0.2055,0.4485,0.796,U.S. Open,NA,20,-0.8425971478497919,1.212492563706987
Cameron Smith,0.0135,0.1365,0.3205,0.6685,U.S. Open,NA,21,-0.066520827461828,0.9390040890989583
Corey Conners,0.012,0.173,0.3855,0.7145,U.S. Open,NA,22,-0.32521293425781594,1.0807798613256987
Webb Simpson,0.0115,0.1955,0.452,0.803,U.S. Open,NA,23,-1.3599813614417675,1.195047503736277
Will Zalatoris,0.0115,0.18,0.456,0.8145,U.S. Open,NA,24,-0.5839050410538039,1.1722254764255864
Kyoung-Hoon Lee,0.011,0.1285,0.2965,0.63,U.S. Open,NA,25,-2.136057681829732,0.8318836841981343
Si Woo Kim,0.0105,0.1145,0.2615,0.576,U.S. Open,40,26,0.4508633861301479,0.7228942423530271
Stewart Cink,0.0105,0.156,0.375,0.753,U.S. Open,57,27,-0.066520827461828,1.0916516450983138
Jason Kokrak,0.009,0.147,0.354,0.7055,U.S. Open,NA,28,-1.1012892546457798,1.0275589136005003
Paul Casey,0.0085,0.148,0.367,0.733,U.S. Open,7,29,1.3562857599161058,1.0622958252539125
Rory McIlroy,0.0085,0.1635,0.38,0.746,U.S. Open,7,30,1.3562857599161058,1.072273310827603
Shane Lowry,0.008,0.105,0.2825,0.62,U.S. Open,65,31,-0.45455898765580993,0.8038839512498157
TaylorÊPendrith,0.008,0.0555,0.162,0.551,U.S. Open,NA,32,-0.066520827461828,0.5821111700399009
Ryan Palmer,0.0075,0.101,0.2685,0.6205,U.S. Open,NA,33,-0.8425971478497919,0.7817146075970635
Lee Westwood,0.007,0.1195,0.2955,0.623,U.S. Open,46,34,0.32151733273215394,0.8478933336956196
GreysonÊSigg,0.0065,0.053,0.1505,0.4505,U.S. Open,NA,35,-0.195866880859822,0.4037725947309873
Marc Leishman,0.0065,0.0885,0.2245,0.5825,U.S. Open,64,36,-0.32521293425781594,0.696905924260911
Jhonattan Vegas,0.005,0.089,0.2865,0.655,U.S. Open,57,37,-0.066520827461828,0.8334001065092376
Justin Suh,0.005,0.071,0.2035,0.5405,U.S. Open,NA,38,-1.3599813614417675,0.5618270159441022
Branden Grace,0.0045,0.0695,0.219,0.5705,U.S. Open,7,39,1.3562857599161058,0.7025509019039029
Kevin Kisner,0.0045,0.0855,0.2265,0.573,U.S. Open,55,40,0.06282522593616599,0.657695915381644
Louis Oosthuizen,0.0045,0.1035,0.3025,0.6915,U.S. Open,2,41,1.8736699735080815,0.8904903603580864
Matt Wallace,0.0045,0.1115,0.2875,0.6545,U.S. Open,NA,42,-0.32521293425781594,0.8931768685585294
Scottie Scheffler,0.0045,0.14,0.374,0.7455,U.S. Open,7,43,1.3562857599161058,1.0221935212083606
Brooks Koepka,0.004,0.0755,0.2255,0.611,U.S. Open,4,44,1.4856318133140998,0.6793414439012765
Gary Woodland,0.004,0.0815,0.244,0.6235,U.S. Open,50,45,0.19217127933415995,0.7787780729720253
Brendon Todd,0.0035,0.082,0.2265,0.559,U.S. Open,NA,46,-0.5839050410538039,0.6678556380014836
Brian Harman,0.0035,0.0975,0.272,0.661,U.S. Open,19,47,0.9682475997221238,0.8638367449360771
Francesco Molinari,0.0035,0.0485,0.167,0.487,U.S. Open,13,48,1.2269397065181118,0.490246273867449
Joaquin Niemann,0.003,0.077,0.226,0.612,U.S. Open,31,49,0.7095554929261358,0.7387713108827261
Matt Jones,0.003,0.0815,0.2565,0.6545,U.S. Open,65,50,-0.45455898765580993,0.8111869580143671
Sahith Theegala,0.003,0.029,0.1065,0.416,U.S. Open,NA,51,-0.5839050410538039,0.24219389880450748
Sergio Garcia,0.003,0.0595,0.1905,0.5445,U.S. Open,19,52,0.9682475997221238,0.5949259348762649
Victor Perez,0.003,0.0255,0.0945,0.3325,U.S. Open,NA,53,-0.8425971478497919,0.05009583679961287
Adam Scott,0.0025,0.067,0.222,0.614,U.S. Open,35,54,0.5802094395281419,0.7298469757590691
Carlos Ortiz,0.0025,0.0755,0.246,0.6245,U.S. Open,NA,55,-0.32521293425781594,0.7356038406828537
DylanÊMeyer,0.0025,0.028,0.088,0.3125,U.S. Open,NA,56,-2.39474978862572,-0.0495157578722
Matthew Fitzpatrick,0.0025,0.117,0.354,0.751,U.S. Open,55,57,0.06282522593616599,1.0078079591609987
Billy Horschel,0.002,0.078,0.229,0.5935,U.S. Open,NA,58,-0.5839050410538039,0.6966916239551195
Christiaan Bezuidenhout,0.002,0.0815,0.281,0.7065,U.S. Open,31,59,0.7095554929261358,0.8253639992388316
Hideki Matsuyama,0.002,0.0815,0.3055,0.7555,U.S. Open,26,60,0.8389015463241298,0.9172830141548726
Kevin Na,0.002,0.0595,0.185,0.552,U.S. Open,NA,NA,-0.8425971478497919,0.5551568661700881
Robert MacIntyre,0.002,0.016,0.094,0.4495,U.S. Open,35,NA,0.5802094395281419,0.3494433527020546
Akshay Bhatia,0.0015,0.0285,0.1125,0.4415,U.S. Open,57,NA,-0.066520827461828,0.3331178382577059
Mackenzie Hughes,0.0015,0.0405,0.1785,0.5425,U.S. Open,15,NA,1.0975936531201178,0.5145704896648371
Russell Henley,0.0015,0.077,0.244,0.6255,U.S. Open,13,NA,1.2269397065181118,0.7811291693626843
Wyndham Clark,0.0015,0.0405,0.1555,0.506,U.S. Open,NA,NA,-0.066520827461828,0.49079542702496387
Zach Johnson,0.0015,0.0325,0.1565,0.5905,U.S. Open,NA,NA,-0.32521293425781594,0.5996169977355038
Bernd Wiesberger,0.001,0.035,0.155,0.547,U.S. Open,NA,NA,-0.066520827461828,0.5288585500727083
Brendan Steele,0.001,0.073,0.2285,0.6045,U.S. Open,NA,NA,-0.066520827461828,0.7293727999995092
Charl Schwartzel,0.001,0.045,0.1715,0.5425,U.S. Open,19,NA,0.9682475997221238,0.5953711814856103
Kevin Streelman,0.001,0.081,0.2455,0.6325,U.S. Open,15,NA,1.0975936531201178,0.7741091553313134
Sungjae Im,0.001,0.057,0.222,0.624,U.S. Open,35,NA,0.5802094395281419,0.7236994678755473
Troy Merritt,0.001,0.037,0.144,0.4645,U.S. Open,65,NA,-0.45455898765580993,0.4458276372441136
Adam Hadwin,5e-4,0.04,0.1705,0.5685,U.S. Open,40,NA,0.4508633861301479,0.5585375096546892
Erik van Rooyen,5e-4,0.0195,0.104,0.4855,U.S. Open,NA,NA,-0.066520827461828,0.41682851213646005
Ian Poulter,5e-4,0.052,0.2035,0.5905,U.S. Open,40,NA,0.4508633861301479,0.6894914636675183
Sam Ryder,5e-4,0.029,0.1315,0.4935,U.S. Open,NA,NA,-0.066520827461828,0.4371654572647605
Tommy Fleetwood,5e-4,0.0365,0.1615,0.578,U.S. Open,50,NA,0.19217127933415995,0.6159908038563378
Bo Hoag,0,0.01,0.087,0.499,U.S. Open,NA,NA,-2.39474978862572,0.3895201022103201
Brian Stuard,0,0.012,0.091,0.4675,U.S. Open,NA,NA,-1.1012892546457798,0.34710302395705217
Bubba Watson,0,0.0245,0.1085,0.412,U.S. Open,50,NA,0.19217127933415995,0.27298900642090496
Cameron Champ,0,0.0145,0.068,0.2735,U.S. Open,NA,NA,-1.1012892546457798,-0.1477872622748427
Chez Reavie,0,0.013,0.08,0.405,U.S. Open,40,NA,0.4508633861301479,0.24915627873508378
Chris Baker,0,0.0045,0.037,0.2925,U.S. Open,26,NA,0.8389015463241298,-0.0025465448467423797
Dylan Frittelli,0,0.005,0.027,0.285,U.S. Open,46,NA,0.32151733273215394,-6.841181859309657e-4
Fabian Gomez,0,0.0075,0.044,0.299,U.S. Open,70,NA,-1.2306353080437735,0.003787430236209103
Henrik Stenson,0,0.003,0.0265,0.248,U.S. Open,NA,NA,-1.3599813614417675,-0.12331784357069941
J.J. Spaun,0,0.007,0.0405,0.2785,U.S. Open,NA,NA,-1.3599813614417675,-0.03761731693363481
J.T. Poston,0,0.015,0.0905,0.419,U.S. Open,40,NA,0.4508633861301479,0.2853315127090156
Jimmy Walker,0,0.0025,0.032,0.237,U.S. Open,70,NA,-1.2306353080437735,-0.1717903283365195
John Huh,0,0.0235,0.161,0.5845,U.S. Open,NA,NA,-2.6534418954217074,0.597929143047915
Lanto Griffin,0,0.025,0.1325,0.5335,U.S. Open,35,NA,0.5802094395281419,0.48525908380523314
Martin Kaymer,0,0.0065,0.0375,0.207,U.S. Open,26,NA,0.8389015463241298,-0.2553720969707135
Martin Laird,0,0.0175,0.1325,0.501,U.S. Open,NA,NA,-0.8425971478497919,0.4563278582467078
Matt Kuchar,0,0.017,0.107,0.548,U.S. Open,NA,NA,-0.32521293425781594,0.5217117823289699
Patrick Rodgers,0,0.013,0.088,0.4385,U.S. Open,31,NA,0.7095554929261358,0.3165284748218672
Peter Malnati,0,0.0175,0.101,0.465,U.S. Open,NA,NA,-1.1012892546457798,0.3644417212350095
Phil Mickelson,0,0.0205,0.1065,0.4475,U.S. Open,62,NA,-0.195866880859822,0.3229303952124028
Rafa Cabrera Bello,0,0.007,0.0565,0.3685,U.S. Open,50,NA,0.19217127933415995,0.17504872620140643
Robby Shelton,0,0.0105,0.0585,0.3135,U.S. Open,NA,NA,-0.8425971478497919,0.047695178298622506
Ryo Ishikawa,0,0.0015,0.0075,0.0725,U.S. Open,NA,NA,-1.6186734682377557,-0.838214194262
Sebastian Munoz,0,0.028,0.124,0.4715,U.S. Open,NA,NA,-0.32521293425781594,0.4214835556540058
Sung Kang,0,0.0035,0.0245,0.182,U.S. Open,NA,NA,-1.6186734682377557,-0.33017221032690897
Tom Hoge,0,0.0315,0.1535,0.5425,U.S. Open,46,NA,0.32151733273215394,0.5195497762159085
Zack Sucher,0,0.003,0.026,0.247,U.S. Open,NA,NA,-0.5839050410538039,-0.12366721795382175
Dustin Johnson,0.1495,0.451,0.6125,0.851,Travelers Championship,25,1,0.8645706507542608,1.6118150591928668
Bryson DeChambeau,0.1255,0.4055,0.584,0.838,Travelers Championship,19,2,1.0108213822397336,1.5251006853402667
Patrick Cantlay,0.0505,0.2965,0.5025,0.807,Travelers Championship,13,3,1.1570721137252065,1.3025012909179983
Sam Burns,0.037,0.202,0.372,0.7035,Travelers Championship,13,4,1.1570721137252065,1.0636248134518413
Tony Finau,0.036,0.2475,0.462,0.8105,Travelers Championship,NA,5,-0.8904381270714133,1.2130060097865045
Max Homa,0.0355,0.1995,0.3495,0.677,Travelers Championship,NA,6,-0.01293373815857629,0.984666526842735
Charley Hoffman,0.0325,0.2215,0.41,0.7275,Travelers Championship,30,7,0.7183199192687879,1.0640905136165426
Abraham Ancer,0.032,0.284,0.4815,0.8185,Travelers Championship,4,8,1.595824308181625,1.228759262868822
Justin Rose,0.0275,0.1995,0.387,0.726,Travelers Championship,36,9,0.5720691877833151,1.0579270552329232
Harris English,0.027,0.261,0.4705,0.8055,Travelers Championship,1,10,1.8883257711525707,1.1824303690588827
Patrick Reed,0.0265,0.2565,0.48,0.826,Travelers Championship,25,11,0.8645706507542608,1.2175009021808085
Kyoung-Hoon Lee,0.021,0.158,0.3195,0.658,Travelers Championship,73,12,-0.305435201129522,0.8487961500547361
Paul Casey,0.019,0.193,0.3985,0.763,Travelers Championship,36,13,0.5720691877833151,1.062531610383529
Si Woo Kim,0.0185,0.142,0.27,0.597,Travelers Championship,NA,14,-1.182939590042359,0.7266691484444302
David Lipsky,0.0175,0.172,0.354,0.74,Travelers Championship,NA,15,-1.182939590042359,0.9515927917939737
Cameron Tringale,0.0165,0.1805,0.3805,0.7355,Travelers Championship,NA,16,0.2795677248123694,0.9802861725604464
Matthew Wolff,0.0165,0.1145,0.2185,0.5265,Travelers Championship,NA,17,-1.4754410530133046,0.5212047195768846
Stewart Cink,0.016,0.2,0.407,0.769,Travelers Championship,30,18,0.7183199192687879,1.099933064384583
Cameron Smith,0.0145,0.17,0.3485,0.6995,Travelers Championship,30,19,0.7183199192687879,0.944718209570889
Marc Leishman,0.0115,0.1075,0.248,0.607,Travelers Championship,3,20,1.742075039667098,0.693584540922639
Kevin Kisner,0.011,0.103,0.2305,0.603,Travelers Championship,5,21,1.4495735766961522,0.6574130835213704
Aaron Wise,0.0105,0.111,0.247,0.584,Travelers Championship,66,22,-0.01293373815857629,0.6737680675350403
Brendan Steele,0.0095,0.0975,0.239,0.64,Travelers Championship,NA,23,0.2795677248123694,0.7337501044056525
Davis Thompson,0.0095,0.072,0.1655,0.4985,Travelers Championship,NA,24,-0.305435201129522,0.38481946151380314
Patton Kizzire,0.0095,0.156,0.318,0.6475,Travelers Championship,NA,25,-0.5979366641004676,0.8433691144966935
Emiliano Grillo,0.009,0.1385,0.3395,0.763,Travelers Championship,NA,26,0.2795677248123694,0.9321474825403984
Brian Harman,0.008,0.1295,0.3045,0.6955,Travelers Championship,5,27,1.4495735766961522,0.8668217216137212
Nate Lashley,0.008,0.06,0.165,0.48,Travelers Championship,76,28,-0.4516859326149948,0.3960294056278693
Scottie Scheffler,0.008,0.155,0.371,0.769,Travelers Championship,47,29,0.42581845629784226,1.0248614736924975
Adam Scott,0.0065,0.09,0.24,0.6455,Travelers Championship,13,30,1.1570721137252065,0.7239014043889047
Brooks Koepka,0.0065,0.0885,0.2285,0.5995,Travelers Championship,5,31,1.4495735766961522,0.6719093651055463
Chris Kirk,0.0065,0.139,0.3345,0.748,Travelers Championship,NA,32,-0.305435201129522,0.9045157916107015
Seamus Power,0.0065,0.093,0.242,0.656,Travelers Championship,19,33,1.0108213822397336,0.6990012603109119
Brendon Todd,0.006,0.104,0.2475,0.579,Travelers Championship,30,34,0.7183199192687879,0.6653350436587183
Francesco Molinari,0.006,0.0665,0.184,0.534,Travelers Championship,NA,35,-1.4754410530133046,0.4841301161698957
Joaquin Niemann,0.006,0.0945,0.2435,0.634,Travelers Championship,36,36,0.5720691877833151,0.7366771300844803
Talor Gooch,0.006,0.0985,0.26,0.66,Travelers Championship,36,37,0.5720691877833151,0.7837817297990449
Kevin Streelman,0.0055,0.1025,0.2685,0.6685,Travelers Championship,NA,38,0.2795677248123694,0.7748092490633043
Russell Henley,0.0055,0.105,0.2695,0.672,Travelers Championship,19,39,1.0108213822397336,0.78473586146097
Carlos Ortiz,0.005,0.0995,0.232,0.6285,Travelers Championship,47,40,0.42581845629784226,0.7347359595182442
Jason Day,0.005,0.088,0.2115,0.6165,Travelers Championship,10,41,1.303322845210679,0.6133819975541964
Matt Jones,0.005,0.1015,0.276,0.6995,Travelers Championship,36,42,0.5720691877833151,0.8144357411936757
Maverick McNealy,0.005,0.118,0.278,0.645,Travelers Championship,30,43,0.7183199192687879,0.7856651914631513
Ian Poulter,0.0045,0.077,0.2215,0.6155,Travelers Championship,36,44,0.5720691877833151,0.6874878521414591
Kevin Na,0.0045,0.065,0.1835,0.553,Travelers Championship,47,45,0.42581845629784226,0.5511537530178957
Michael Thompson,0.004,0.069,0.1875,0.5675,Travelers Championship,NA,46,-0.5979366641004676,0.5755734000982905
Satoshi Kodaira,0.004,0.069,0.1645,0.4955,Travelers Championship,36,47,0.5720691877833151,0.41248768461155844
Scott Stallings,0.004,0.074,0.205,0.62,Travelers Championship,NA,48,0.2795677248123694,0.6133471462797581
Anirban Lahiri,0.0035,0.064,0.18,0.5575,Travelers Championship,NA,49,-1.4754410530133046,0.5321752964780069
Hank Lebioda,0.0035,0.053,0.16,0.5555,Travelers Championship,5,50,1.4495735766961522,0.475775689932422
Harold Varner III,0.0035,0.0805,0.218,0.6305,Travelers Championship,47,51,0.42581845629784226,0.6711753315474948
Doug Ghim,0.003,0.0805,0.222,0.593,Travelers Championship,54,52,0.2795677248123694,0.6737751405212965
Joseph Bramlett,0.003,0.0665,0.1775,0.5755,Travelers Championship,NA,53,0.2795677248123694,0.5592738373104564
Ryan Armour,0.003,0.062,0.174,0.545,Travelers Championship,61,54,0.13331699332689656,0.49725613362665544
Sebastian Munoz,0.003,0.043,0.1415,0.5235,Travelers Championship,NA,55,0.2795677248123694,0.41823260291165854
Andrew Putnam,0.0025,0.044,0.1315,0.4715,Travelers Championship,13,56,1.1570721137252065,0.3854821039255872
Doc Redman,0.0025,0.095,0.227,0.589,Travelers Championship,61,57,0.13331699332689656,0.6615573132343924
Keith Mitchell,0.0025,0.062,0.168,0.518,Travelers Championship,NA,58,-1.7679425159842503,0.47499640014500055
Sam Ryder,0.0025,0.042,0.14,0.5245,Travelers Championship,54,59,0.2795677248123694,0.44234281657113944
Kyle Stanley,0.002,0.049,0.185,0.634,Travelers Championship,54,60,0.2795677248123694,0.6257892825318548
Mackenzie Hughes,0.002,0.0635,0.171,0.5475,Travelers Championship,76,61,-0.4516859326149948,0.5098522613761491
Russell Knox,0.002,0.0435,0.167,0.6065,Travelers Championship,NA,62,-0.305435201129522,0.5527780407735534
Tom Hoge,0.002,0.039,0.1455,0.549,Travelers Championship,66,63,-0.01293373815857629,0.5195643939125829
Troy Merritt,0.002,0.0525,0.1575,0.5155,Travelers Championship,36,64,0.5720691877833151,0.44538126049765403
Tyler McCumber,0.002,0.0335,0.1095,0.4125,Travelers Championship,NA,65,-0.01293373815857629,0.19315042648173048
Bubba Watson,0.0015,0.028,0.1025,0.459,Travelers Championship,19,66,1.0108213822397336,0.26531375371575155
Chase Seiffert,0.0015,0.0555,0.197,0.6085,Travelers Championship,NA,67,-0.305435201129522,0.5775793856257954
Denny McCarthy,0.0015,0.032,0.1405,0.5885,Travelers Championship,73,68,-0.305435201129522,0.5088804260472065
Henrik Norlander,0.0015,0.0405,0.1435,0.519,Travelers Championship,61,69,0.13331699332689656,0.44894903000259184
Jim Herman,0.0015,0.0295,0.097,0.3815,Travelers Championship,25,70,0.8645706507542608,0.11558799965049697
Jonas Blixt,0.0015,0.036,0.101,0.4375,Travelers Championship,36,71,0.5720691877833151,0.23833426953327902
Kevin Chappell,0.0015,0.022,0.0905,0.4245,Travelers Championship,36,72,0.5720691877833151,0.18933513024621892
Rafael Campos,0.0015,0.0545,0.1595,0.4955,Travelers Championship,NA,73,-0.01293373815857629,0.42909973195429796
Roger Sloan,0.0015,0.043,0.166,0.594,Travelers Championship,NA,74,-1.182939590042359,0.5369110653999847
Rory Sabbatini,0.0015,0.031,0.1085,0.4535,Travelers Championship,NA,75,-0.01293373815857629,0.27047801208684463
Adam Long,0.001,0.024,0.1045,0.4645,Travelers Championship,NA,76,-1.182939590042359,0.3309694306042515
Brandon Hagy,0.001,0.0345,0.119,0.4985,Travelers Championship,NA,NA,-0.01293373815857629,0.3326596688796391
Brice Garnett,0.001,0.043,0.1395,0.525,Travelers Championship,5,NA,1.4495735766961522,0.4375716309421402
Bronson Burgoon,0.001,0.031,0.107,0.4685,Travelers Championship,NA,NA,-1.4754410530133046,0.3284012339007303
Chesson Hadley,0.001,0.037,0.1295,0.5145,Travelers Championship,NA,NA,-0.305435201129522,0.36292683704628464
Hudson Swafford,0.001,0.0465,0.154,0.5435,Travelers Championship,NA,NA,-1.7679425159842503,0.44142393978611416
Keegan Bradley,0.001,0.047,0.175,0.645,Travelers Championship,NA,NA,0.2795677248123694,0.6327556452439286
Kramer Hickok,0.001,0.0365,0.118,0.476,Travelers Championship,2,NA,1.8883257711525707,0.3342561673099103
Matthew NeSmith,0.001,0.057,0.1915,0.608,Travelers Championship,NA,NA,-1.182939590042359,0.5941478651038813
Michael Gligic,0.001,0.03,0.092,0.386,Travelers Championship,NA,NA,-0.01293373815857629,0.09747379917535723
Rob Oppenheim,0.001,0.0305,0.134,0.529,Travelers Championship,NA,NA,-0.305435201129522,0.43245746215603725
Tom Lewis,0.001,0.0205,0.0855,0.441,Travelers Championship,47,NA,0.42581845629784226,0.23040119459703143
Vincent Whaley,0.001,0.059,0.1795,0.5945,Travelers Championship,NA,NA,0.2795677248123694,0.5793732944612806
Will Gordon,0.001,0.0345,0.123,0.475,Travelers Championship,79,NA,-1.3291903215278318,0.327815794139554
Zach Johnson,0.001,0.037,0.166,0.6285,Travelers Championship,25,NA,0.8645706507542608,0.5976903569525311
Austin Cook,5e-4,0.027,0.1035,0.437,Travelers Championship,NA,NA,-0.305435201129522,0.23889443040518155
Brandt Snedeker,5e-4,0.028,0.1105,0.5005,Travelers Championship,NA,NA,0.2795677248123694,0.34879410740449535
Brian Stuard,5e-4,0.019,0.0935,0.4795,Travelers Championship,30,NA,0.7183199192687879,0.3422917923414417
C.T. Pan,5e-4,0.0335,0.1235,0.5185,Travelers Championship,NA,NA,0.2795677248123694,0.41197809343676506
Cameron Percy,5e-4,0.0185,0.0765,0.474,Travelers Championship,54,NA,0.2795677248123694,0.2732026463225655
Grayson Murray,5e-4,0.008,0.0375,0.278,Travelers Championship,NA,NA,-2.6454469048970872,-0.13638892429561847
Harry Higgs,5e-4,0.0265,0.0985,0.4475,Travelers Championship,NA,NA,-1.4754410530133046,0.23250951452705937
Kristoffer Ventura,5e-4,0.006,0.0355,0.283,Travelers Championship,70,NA,-0.15918446964404914,-0.12964688472902486
Lanto Griffin,5e-4,0.0345,0.137,0.57,Travelers Championship,70,NA,-0.15918446964404914,0.4808680739996681
Lucas Herbert,5e-4,0.0265,0.0895,0.456,Travelers Championship,19,NA,1.0108213822397336,0.25171627299723887
Nick Taylor,5e-4,0.03,0.1135,0.5495,Travelers Championship,NA,NA,-0.5979366641004676,0.37316334428619613
Pat Perez,5e-4,0.0335,0.1675,0.603,Travelers Championship,NA,NA,-0.305435201129522,0.5293413981661466
Patrick Rodgers,5e-4,0.028,0.106,0.4785,Travelers Championship,76,NA,-0.4516859326149948,0.3132769448421456
Peter Malnati,5e-4,0.026,0.1,0.4975,Travelers Championship,54,NA,0.2795677248123694,0.3590964207931579
Richy Werenski,5e-4,0.0305,0.128,0.5325,Travelers Championship,NA,NA,0.2795677248123694,0.3990514197921136
Robby Shelton,5e-4,0.015,0.067,0.3585,Travelers Championship,66,NA,-0.01293373815857629,0.04150421800590242
Robert Streb,5e-4,0.019,0.1005,0.4645,Travelers Championship,19,NA,1.0108213822397336,0.30487336970095896
Scott Piercy,5e-4,0.0385,0.1395,0.511,Travelers Championship,NA,NA,0.2795677248123694,0.4233928408078981
Sean O'Hair,5e-4,0.0125,0.0615,0.345,Travelers Championship,NA,NA,-0.305435201129522,0.017527078123557863
Wyndham Clark,5e-4,0.054,0.1635,0.538,Travelers Championship,NA,NA,-2.352945441926142,0.4908893351360801
Adam Hadwin,0,0.0445,0.177,0.608,Travelers Championship,NA,NA,-1.182939590042359,0.5567849932882807
Adam Schenk,0,0.0085,0.0515,0.455,Travelers Championship,NA,NA,0.2795677248123694,0.2245297917961232
Beau Hossler,0,0.0045,0.0465,0.332,Travelers Championship,10,NA,1.303322845210679,-0.011901033239947538
Bo Van Pelt,0,0.0105,0.066,0.3835,Travelers Championship,NA,NA,-2.352945441926142,0.056825173487669724
Brian Gay,0,0.0075,0.0395,0.27,Travelers Championship,NA,NA,-0.5979366641004676,-0.15829036459623586
Byeong Hun An,0,0.0115,0.051,0.407,Travelers Championship,NA,NA,0.2795677248123694,0.11372324594583415
Chez Reavie,0,0.0175,0.0875,0.4515,Travelers Championship,25,NA,0.8645706507542608,0.2415652842970709
D.J. Trahan,0,0.0055,0.036,0.3665,Travelers Championship,NA,NA,-0.8904381270714133,0.0662185129368884
Danny Lee,0,0.014,0.069,0.367,Travelers Championship,NA,NA,-0.01293373815857629,0.10691242337748823
David Hearn,0,0.0065,0.0445,0.3855,Travelers Championship,73,NA,-0.305435201129522,0.11437968957980964
Dylan Frittelli,0,0.0045,0.0435,0.3295,Travelers Championship,NA,NA,-1.182939590042359,-0.01663019848408326
Hunter Mahan,0,0,0,0.0595,Travelers Championship,NA,NA,-0.5979366641004676,-0.7617447042622836
J.B. Holmes,0,0.003,0.024,0.247,Travelers Championship,36,NA,0.5720691877833151,-0.2794624236009809
J.J. Henry,0,0,0.0045,0.1125,Travelers Championship,NA,NA,-1.4754410530133046,-0.5643299442392309
J.J. Spaun,0,0.01,0.0505,0.33,Travelers Championship,47,NA,0.42581845629784226,-0.043470041093791836
Jason Dufner,0,0.0055,0.048,0.42,Travelers Championship,NA,NA,-1.182939590042359,0.17444413767788983
Kevin Stadler,0,0,0.001,0.063,Travelers Championship,NA,NA,-0.01293373815857629,-0.9995296021441311
Kevin Tway,0,0.001,0.012,0.2295,Travelers Championship,66,NA,-0.01293373815857629,-0.24122941111246426
Luke Donald,0,0.01,0.059,0.419,Travelers Championship,NA,NA,-2.937948367868033,0.16704055942374507
Mark Hubbard,0,0.0125,0.0645,0.469,Travelers Championship,13,NA,1.1570721137252065,0.28142038004777103
Martin Trainer,0,0.004,0.0225,0.168,Travelers Championship,NA,NA,-1.4754410530133046,-0.5251399098534898
Michael Kim,0,0.0015,0.006,0.124,Travelers Championship,NA,NA,-1.4754410530133046,-0.6533007370968112
Nick Watney,0,0,0.002,0.109,Travelers Championship,NA,NA,-4.400455682722762,-0.6264999147430301
Phil Mickelson,0,0.0315,0.1135,0.473,Travelers Championship,61,NA,0.13331699332689656,0.3263782072717136
Rafa Cabrera Bello,0,0.007,0.061,0.412,Travelers Championship,NA,NA,-0.305435201129522,0.16989594479271147
Rickie Fowler,0,0.0175,0.0885,0.508,Travelers Championship,NA,NA,-1.182939590042359,0.36970225284242353
Ryan Brehm,0,0.012,0.072,0.46,Travelers Championship,NA,NA,-0.01293373815857629,0.24313121389686884
Ryan Moore,0,0.0205,0.0785,0.4505,Travelers Championship,54,NA,0.2795677248123694,0.22511284427366698
Scott Brown,0,0.0065,0.045,0.335,Travelers Championship,NA,NA,-0.5979366641004676,0.026513722345487267
Scott Harrington,0,0.0025,0.035,0.333,Travelers Championship,NA,NA,0.2795677248123694,-0.026520212710896125
